id,date,sentence,sentence_length,growth_sentiment,employment_sentiment,inflation_sentiment,prediction_finbert,sentiment_score_finbert,sentiment_vader_logit,sentiment_vader_logit_score,sentiment_vader_compound,sentiment_vader_compound_score,growth_sentiment_gpt4,employment_sentiment_gpt4,inflation_sentiment_gpt4
12104.0,2019-10-09,Participants' Discussion of Recent Money Market DevelopmentsThe manager pro tem provided a summary of the most recent developments in money markets.,21,neutral,neutral,neutral,neutral,0.0259,neutral,0.5,neutral,0.0,neutral,neutral,positive
12105.0,2019-11-20,A few participants observed that valuations in equity and bond markets were high by historical standards and that CRE valuations were also elevated.,23,No majority found,neutral,neutral,positive,0.9118,neutral,0.5,neutral,0.0,neutral,neutral,positive
12106.0,2020-01-03,"In addition to helping keep reserves ample, repo operations likely have reduced pressures in money markets and the dispersion in money market rates.",23,neutral,neutral,No majority found,positive,0.883,neutral,0.5319563807976407,positive,0.128,neutral,neutral,positive
12107.0,2020-01-03,"Both the rate of private-sector job openings and the rate of quits edged down in September, but these readings were still at fairly elevated levels.",25,neutral,negative,neutral,negative,-0.934,neutral,0.5,neutral,0.0,neutral,neutral,neutral
12108.0,2020-02-19,"All transactions in foreign currencies undertaken pursuant to paragraph 1 above shall, unless otherwise authorized by the Committee, be conducted:A.",20,neutral,neutral,neutral,neutral,-0.018,neutral,0.5,neutral,0.0,neutral,neutral,positive
12109.0,2020-04-08,"As a result, the Chair, in consultation with the FOMC, instructed the Desk to conduct purchases of Treasury securities across a range of maturities.",24,neutral,neutral,neutral,neutral,0.0697,positive,0.6210247413644827,positive,0.4939,neutral,neutral,positive
12110.0,2020-04-08,"The consumer price index (CPI) rose 2.3 percent over the 12 months ending in February, and the core CPI increased 2.4 percent over that same period.",26,neutral,neutral,negative,positive,0.9294,positive,0.5788855158293956,positive,0.3182,neutral,neutral,positive
12111.0,2020-05-20,"Output in the mining sector, which includes crude oil extraction, also decreased significantly in the wake of the recent declines in crude oil prices.",24,negative,neutral,positive,negative,-0.963,negative,0.307336728368754,negative,-0.8126,negative,neutral,neutral
12112.0,2020-05-20,"On the one hand, a number of participants judged that there was a substantial likelihood of additional waves of outbreak in the near or medium term.",26,negative,neutral,neutral,negative,-0.076,positive,0.6566949065607283,positive,0.6486,neutral,neutral,neutral
12113.0,2020-08-19,"As term U.S. dollar liquidity swaps matured, the amounts outstanding fell to around $120 billion, less than a third of the peak reached in late May.",26,neutral,neutral,neutral,negative,-0.967,positive,0.6866491556388117,positive,0.7845,neutral,neutral,positive
12114.0,2020-08-19,"In light of this assessment, all participants considered it appropriate to maintain the target range for the federal funds rate at 0 to혻1/4 percent.",24,neutral,neutral,neutral,neutral,0.0742,neutral,0.5,neutral,0.0,neutral,neutral,positive
12115.0,2020-10-07,"Meanwhile, the Federal Reserve increased holdings of Treasury securities and agency MBS at the same pace as during the previous intermeeting period.",22,neutral,neutral,neutral,positive,0.9075,positive,0.6616151085253192,positive,0.6705,neutral,neutral,neutral
12116.0,2020-10-07,"Amid historically low corporate bond yields, gross issuance of both investment- and speculative-grade corporate bonds was strong in July and August.",21,positive,neutral,neutral,positive,0.9044,neutral,0.4680436192023592,negative,-0.128,positive,neutral,neutral
12117.0,2020-10-07,"Amid notable equity market gains in August, gross equity issuance was robust, as seasoned offerings strengthened to about double their typical pace.",22,positive,neutral,neutral,positive,0.9337,positive,0.6484880799484042,positive,0.6124,positive,neutral,neutral
12118.0,2020-11-25,"Housing-sector activity advanced in the third quarter, with real residential investment and home sales both moving above their first quarter levels.",21,positive,neutral,neutral,positive,0.9009,neutral,0.5,neutral,0.0,positive,neutral,neutral
12119.0,2020-11-25,"Domestic demand supported the recovery, and in Asia there was also a strong rebound of exports, especially of electronics and, more recently, autos.",23,positive,neutral,neutral,positive,0.9373,positive,0.6616151085253192,positive,0.6705,positive,neutral,neutral
12120.0,2021-01-06,"On balance, prices of global risky assets increased notably, implied volatility dropped sharply, and the dollar depreciated against most currencies.",20,positive,neutral,negative,negative,-0.794,positive,0.5563347883095608,positive,0.2263,neutral,neutral,positive
12121.0,2021-02-17,"All transactions in foreign currencies undertaken pursuant to paragraph 1 above shall, unless otherwise authorized by the Committee, be conducted:A.",20,neutral,neutral,neutral,neutral,-0.018,neutral,0.5,neutral,0.0,neutral,neutral,positive
12122.0,2021-04-07,"Consumer spending appeared to be increasing in the first quarter at a pace considerably faster, on balance, than in the fourth quarter of last year.",25,positive,neutral,neutral,positive,0.9088,positive,0.5788855158293956,positive,0.3182,positive,neutral,neutral
12123.0,2021-04-07,Participants also observed that residential construction continued to be solid and home sales remained robust in part because of low interest rates.,22,positive,neutral,neutral,positive,0.9341,positive,0.6455190236879995,positive,0.5994,positive,neutral,neutral
12124.0,2021-05-19,"Regarding financial leverage, the staff noted that bank capital ratios remained above pre-pandemic levels in the fourth quarter, but risks remained.",21,neutral,neutral,neutral,positive,0.2428,negative,0.4321216689988913,negative,-0.2732,neutral,neutral,neutral
12125.0,2021-07-07,"On net, European longer-term government bond yields were little changed even as U.S. yields declined, and the broad dollar index decreased modestly.",22,neutral,neutral,neutral,negative,-0.955,neutral,0.5,neutral,0.0,neutral,neutral,positive
12126.0,2021-07-07,"In their discussion of current conditions, participants noted that progress on vaccinations had reduced the spread of COVID-19 in the United States.",22,positive,neutral,neutral,negative,-0.821,positive,0.6639172257204139,positive,0.6808,neutral,neutral,neutral
12127.0,2021-10-13,Market participants noted information in the public domain about measures the Federal Reserve and the Treasury could take around a debt limit event.,23,neutral,neutral,neutral,neutral,-0.017,neutral,0.4556419268785208,negative,-0.1779,neutral,neutral,positive
12128.0,2021-10-13,Several participants indicated that they preferred to proceed with a more rapid moderation of purchases than described in the illustrative examples.,21,neutral,neutral,neutral,neutral,0.0304,neutral,0.5,neutral,0.0,neutral,neutral,positive
12129.0,2022-01-05,"In the municipal bond market, issuance was robust in October and November, and financing conditions remained accommodative, supported by low yields.",21,positive,neutral,neutral,positive,0.8696,positive,0.6127294642065295,positive,0.4588,positive,neutral,neutral
12130.0,2022-01-05,"In the residential mortgage market, financing conditions stayed accommodative, particularly for borrowers who met standard conforming loan criteria.",18,positive,neutral,neutral,positive,0.6357,neutral,0.5,neutral,0.0,neutral,neutral,positive
12131.0,2022-02-16,"All transactions in foreign currencies undertaken pursuant to paragraph 1 above shall, unless otherwise authorized by the Committee, be conducted:A.",20,neutral,neutral,neutral,neutral,-0.018,neutral,0.5,neutral,0.0,neutral,neutral,positive
12132.0,2022-10-12,"The staff expected that the size of the associated deferred asset would increase over time until net income turned positivee, likely in a few years.",25,positive,neutral,neutral,positive,0.9138,positive,0.642423863346449,positive,0.5859,positive,neutral,neutral
12133.0,2022-10-12,Many participants emphasized that the cost of taking too little action to bring down inflation likely outweighed the cost of taking too much action.,24,neutral,neutral,negative,positive,0.24,neutral,0.5,neutral,0.0,neutral,neutral,positive
12134.0,2022-11-23,A slower pace in these circumstances would better allow the Committee to assess progress toward its goals of maximum employment and price stability.,23,neutral,neutral,neutral,positive,0.7658,positive,0.63920147454366,positive,0.5719,neutral,neutral,neutral
12135.0,2023-02-22,Participants agreed that the labor market remained very tight and assessed that labor demand substantially exceeded the supply of available workers.,21,neutral,positive,neutral,negative,-0.169,positive,0.5621765008857981,positive,0.25,neutral,neutral,neutral
12136.0,2006-04-18,"At its January meeting, the Federal Open Market Committee decided to raise the target level of the federal funds rate 25 basis points, to 4쩍 percent.",26,neutral,neutral,neutral,neutral,0.2228,neutral,0.5,neutral,0.0,neutral,neutral,positive
12137.0,2006-05-31,"While utility output surged in February and moved up a bit more in March, these increases only partly reversed the weather-related plunge in January.",24,positive,neutral,neutral,positive,0.9091,positive,0.5788855158293956,positive,0.3182,neutral,neutral,neutral
12138.0,2006-05-31,"Over the past twelve months, inventories relative to shipments and sales had moved down moderately on balance, extending the long-run downward trend.",22,positive,neutral,neutral,negative,-0.964,neutral,0.5443580731214791,positive,0.1779,negative,neutral,neutral
12139.0,2006-05-31,"Some reports indicated that speculative building of homes had dropped off considerably, but inventories of unsold homes still seemed to be expanding.",22,negative,neutral,neutral,negative,-0.928,neutral,0.5382004122365355,positive,0.1531,neutral,neutral,neutral
12140.0,2006-05-31,"Although alternative measures of labor compensation provided divergent readings, growth of total compensation on balance appeared to remain moderate.",19,neutral,neutral,neutral,positive,0.8446,positive,0.594307167585335,positive,0.3818,neutral,neutral,neutral
12141.0,2007-10-09,"The FOMC's policy decision and the accompanying statement were about in line with market expectations, and reactions in financial markets were muted.",22,neutral,neutral,neutral,negative,-0.886,neutral,0.5,neutral,0.0,neutral,neutral,positive
12142.0,2007-11-20,A number of members noted that the recent policy moves could readily be reversed if circumstances evolved in a manner that would warrant such action.,25,neutral,neutral,neutral,positive,0.668,neutral,0.5192904202999741,positive,0.0772,neutral,neutral,positive
12143.0,2008-01-02,"Nonfinancial business debt continued to expand strongly, supported by solid bond issuance and by a small rebound in the issuance of commercial paper.",23,positive,neutral,neutral,positive,0.9406,positive,0.654052365591518,positive,0.6369,positive,neutral,neutral
12144.0,2008-01-02,"Several participants remarked that, unlike residential real estate, commercial and industrial real estate activity remained solid in their Districts.",19,positive,neutral,neutral,positive,0.9007,neutral,0.5382004122365355,positive,0.1531,neutral,neutral,neutral
12145.0,2008-04-08,The Federal Open Market Committee seeks monetary and financial conditions that will foster price stability and promote sustainable growth in output.,21,positive,neutral,neutral,positive,0.7672,positive,0.654052365591518,positive,0.6369,positive,neutral,neutral
12146.0,2008-08-26,"The ratio of wealth to income likely declined again in the second quarter, as equity prices declined, on balance, and house prices continued to fall.",25,negative,neutral,neutral,negative,-0.961,positive,0.6210247413644827,positive,0.4939,negative,neutral,neutral
12147.0,2008-10-07,"In longer-term credit markets, yields on investment-grade corporate bonds were not much changed, but yields on speculative-grade bonds rose somewhat.",20,negative,neutral,neutral,positive,0.5852,positive,0.6127294642065295,positive,0.4588,neutral,neutral,positive
12148.0,2008-10-07,The Federal Open Market Committee seeks monetary and financial conditions that will foster price stability and promote sustainable growth in output.,21,positive,neutral,neutral,positive,0.7672,positive,0.654052365591518,positive,0.6369,positive,neutral,neutral
12149.0,2009-02-18,"Conditions in the labor market continued to deteriorate rapidly in December: Private payroll employment fell sharply, and the unemployment rate rose.",21,neutral,negative,neutral,negative,-0.965,negative,0.3916456613890264,negative,-0.4404,negative,negative,neutral
12150.0,2009-02-18,The staff again expected that unemployment would rise substantially through the beginning of 2010 before edging down over the remainder of that year.,23,neutral,negative,neutral,negative,-0.843,negative,0.3916456613890264,negative,-0.4404,neutral,neutral,positive
12151.0,2009-02-18,One member expressed the view that it would be best to expand holdings of U.S. Treasury securities rather than to expand targeted liquidity programs.,24,neutral,neutral,neutral,neutral,0.4492,positive,0.7038710144791521,positive,0.8658,neutral,neutral,positive
12152.0,2009-05-20,The first-quarter data also offered a few tentative signs that the deceleration of economic activity in emerging markets might have started to abate.,23,positive,neutral,neutral,negative,-0.361,neutral,0.5,neutral,0.0,neutral,neutral,neutral
12153.0,2009-07-15,"Retail money market mutual funds and small time deposits contracted in both months, probably in response to declining interest rates on these assets.",23,neutral,neutral,neutral,negative,-0.961,positive,0.6616151085253192,positive,0.6705,neutral,neutral,positive
12154.0,2009-09-02,"Although the fundamental determinants of investment in E&S remained weak, conditions appeared less unfavorable, on balance, than earlier in the year.",21,negative,neutral,neutral,negative,-0.81,negative,0.4008559301877525,negative,-0.4019,neutral,neutral,neutral
12155.0,2009-09-02,Recent indicators of economic activity in the advanced foreign economies suggested that the pace of contraction in those countries moderated further.,21,negative,neutral,neutral,positive,0.7517,positive,0.5621765008857981,positive,0.25,neutral,neutral,neutral
12156.0,2009-10-14,"In most emerging market economies, particularly in Asia, economic activity rebounded in the second quarter; however, output declined again in Mexico.",21,neutral,neutral,neutral,negative,-0.932,neutral,0.5,neutral,0.0,positive,neutral,neutral
12157.0,2010-01-06,The Manager also reported on System open market operations in agency debt and agency mortgage-backed securities (MBS) during the intermeeting period.,21,neutral,neutral,neutral,neutral,0.0045,neutral,0.4935503577576862,neutral,-0.0258,neutral,neutral,neutral
12158.0,2010-04-06,"The continued gains in manufacturing production were bolstered by growing demand from foreign trading partners, especially emerging market economies.",19,positive,neutral,neutral,positive,0.9384,positive,0.6083543386109735,positive,0.4404,positive,neutral,neutral
12159.0,2010-05-19,"One strategy considered in the staff presentation was a continuation of the current practice, which would normalize the balance sheet very gradually.",22,neutral,neutral,neutral,neutral,0.2809,neutral,0.5,neutral,0.0,neutral,neutral,positive
12160.0,2010-07-14,"The moderation in spending appeared, on balance, to be aligning the pace of consumption with recent trends in income, wealth, and consumer sentiment.",23,neutral,neutral,neutral,neutral,0.0628,positive,0.6210247413644827,positive,0.4939,neutral,neutral,neutral
12161.0,2010-08-31,"Moreover, participants saw some indications that credit conditions for households and smaller businesses were beginning to improve, albeit gradually.",19,positive,neutral,neutral,positive,0.9356,positive,0.6616151085253192,positive,0.6705,positive,neutral,neutral
12162.0,2010-10-12,"Private businesses increased employment modestly in August, but the length of the workweek was unchanged and the unemployment rate remained elevated.",21,neutral,negative,neutral,positive,0.6011,neutral,0.4617995877634644,negative,-0.1531,neutral,neutral,positive
12163.0,2010-10-12,"Capacity utilization in manufacturing ticked up further in August from its mid-2009 low, but it was still substantially below its longer-run average.",22,negative,neutral,neutral,positive,0.6864,negative,0.4321216689988913,negative,-0.2732,neutral,neutral,neutral
12164.0,2010-10-12,"Yield spreads relative to German bunds on the 10-year sovereign bonds of Greece, Ireland, and Portugal widened to near-record levels over the period.",23,negative,neutral,neutral,positive,0.7624,neutral,0.5,neutral,0.0,neutral,neutral,neutral
12165.0,2010-10-12,"Several other central banks tightened monetary policy over the intermeeting period, including those of Chile, India, Indonesia, Sweden, and Thailand.",20,negative,neutral,neutral,negative,-0.49,neutral,0.5,neutral,0.0,neutral,neutral,neutral
12166.0,2010-10-12,Several participants reported feedback from business contacts who were delaying hiring until the economic and regulatory outlook became more certain.,20,neutral,negative,neutral,negative,-0.922,neutral,0.4871028614901135,negative,-0.0516,neutral,neutral,neutral
12167.0,2010-10-12,"However, others thought that additional accommodation would be warranted only if the outlook worsened and the odds of deflation increased materially.",21,neutral,neutral,neutral,negative,-0.121,negative,0.375052882061361,negative,-0.5106,neutral,neutral,neutral
12168.0,2010-11-23,"Rebuilding of dealers' stocks of motor vehicles accounted for part of the step-up, but some of it likely reflected another large increase in imports.",24,neutral,neutral,neutral,positive,0.8147,positive,0.5788855158293956,positive,0.3182,neutral,neutral,neutral
12169.0,2010-11-23,Participants generally agreed that the most likely economic outcome would be a gradual pickup in growth with slow progress toward maximum employment.,22,positive,positive,neutral,negative,-0.678,positive,0.6866491556388117,positive,0.7845,positive,neutral,neutral
12170.0,2011-02-16,"In discussing the staff presentation, meeting participants mentioned various factors that were seen as influencing the path of the unemployment rate.",21,neutral,neutral,neutral,neutral,-0.345,negative,0.3916456613890264,negative,-0.4404,neutral,neutral,positive
12171.0,2011-05-18,"In the discussion of normalization, some participants also noted their preferences about the longer-run framework for monetary policy implementation.",19,neutral,neutral,neutral,neutral,-0.093,neutral,0.5,neutral,0.0,neutral,neutral,positive
12172.0,2011-07-12,"Dealers also reported that the demand for funding had increased over the same period for a broad range of securities, with the exception of equities.",25,positive,neutral,neutral,positive,0.9344,positive,0.6210247413644827,positive,0.4939,neutral,neutral,positive
12173.0,2011-08-30,The strains in these markets eased after legislation to raise the debt ceiling and to cut the federal budget deficit was signed into law on August 2.,27,positive,neutral,neutral,positive,0.2728,negative,0.3515119200515958,negative,-0.6124,neutral,neutral,neutral
12174.0,2011-08-30,"Most members also anticipated that inflation would settle, over coming quarters, at levels at or below those consistent with the Committee's mandate.",22,neutral,neutral,positive,negative,-0.796,neutral,0.5,neutral,0.0,neutral,neutral,positive
12175.0,2011-11-22,"Overall U.S. consumer price inflation, as measured by the PCE price index, was more moderate in the third quarter than in the first half of the year.",27,neutral,neutral,positive,negative,-0.582,neutral,0.5,neutral,0.0,neutral,neutral,positive
12176.0,2012-01-03,"The unemployment rate dropped to 8.6 percent in November, and private nonfarm employment continued to increase moderately during the past two months.",22,neutral,positive,neutral,negative,-0.922,negative,0.4008559301877525,negative,-0.4019,neutral,neutral,positive
12177.0,2012-01-03,"In the government sector, real federal defense purchases appeared to have stepped down in October and November from their level in the third quarter.",24,negative,neutral,neutral,negative,-0.963,neutral,0.5319563807976407,positive,0.128,negative,neutral,neutral
12178.0,2012-07-11,"Delinquency rates for consumer credit remained low, partly reflecting a shift in the composition of borrowers toward those with higher credit scores.",22,positive,neutral,neutral,negative,-0.284,positive,0.6169683256234894,positive,0.4767,neutral,neutral,positive
12179.0,2012-07-11,"In contrast, a few participants observed that the marked drop in yields on longer-term U.S. Treasury securities could provide some impetus to growth.",23,positive,neutral,neutral,negative,-0.784,positive,0.63920147454366,positive,0.5719,positive,neutral,neutral
12180.0,2012-10-04,"Both nominal shipments and new orders for nondefense capital goods excluding aircraft declined in July, and the backlog of unfilled orders decreased.",22,negative,neutral,neutral,negative,-0.96,positive,0.5621765008857981,positive,0.25,neutral,neutral,positive
12181.0,2013-07-10,Consumer credit continued to expand at a solid pace because of the ongoing expansion in auto and student loans; credit card debt remained about flat.,25,positive,neutral,neutral,positive,0.9371,positive,0.6639172257204139,positive,0.6808,neutral,neutral,positive
12182.0,2013-08-21,"Over the period, rates on primary mortgages and yields on agency mortgage-backed securities (MBS) rose about in line with the 10-year Treasury yield.",23,neutral,neutral,neutral,positive,0.924,positive,0.6210247413644827,positive,0.4939,neutral,neutral,positive
12183.0,2013-11-20,"The Manager described the proposed arrangements, noting that the Committee would still be asked to review participation in the arrangements annually.",21,neutral,neutral,neutral,neutral,0.0444,neutral,0.5,neutral,0.0,neutral,neutral,positive
12184.0,2013-11-20,Another suggestion for enhancing communications was to use the Summary of Economic Projections to provide more information about participants' views.,20,neutral,neutral,neutral,neutral,0.0646,neutral,0.5,neutral,0.0,neutral,neutral,positive
12185.0,2014-01-08,"Renewed export demand and a buildup in auto inventories, which may be reversed in 2014, were cited as contributing to the recent gains in production.",25,positive,neutral,neutral,positive,0.9099,positive,0.6083543386109735,positive,0.4404,positive,neutral,neutral
12186.0,2014-04-09,"Partly reflecting these conditions, credit card balances stayed about flat through January, while auto and student loans continued to expand briskly.",21,positive,neutral,neutral,positive,0.6532,positive,0.6370770377251522,positive,0.5627,neutral,neutral,positive
12187.0,2014-04-09,"For many participants, the outlook for economic activity over coming quarters had changed little, on balance, since the time of the December meeting.",23,neutral,neutral,neutral,negative,-0.313,neutral,0.5,neutral,0.0,neutral,neutral,neutral
12188.0,2014-08-20,"Household spending appears to be rising moderately and business fixed investment is advancing, while the recovery in the housing sector remains slow.",22,positive,neutral,neutral,positive,0.7186,neutral,0.5,neutral,0.0,positive,neutral,neutral
12189.0,2014-10-08,"Reflecting these and other developments, yields on nominal Treasury securities rose somewhat and equity prices edged up over the intermeeting period.",21,positive,neutral,neutral,positive,0.9295,positive,0.6210247413644827,positive,0.4939,neutral,neutral,positive
12190.0,2014-10-08,"It was noted, however, that the characterization of labor market underutilization might have to be changed if progress in the labor market continued.",23,neutral,neutral,neutral,neutral,-0.1,positive,0.6038421309156661,positive,0.4215,neutral,neutral,neutral
12191.0,2014-10-08,"Household spending appears to be rising moderately and business fixed investment is advancing, while the recovery in the housing sector remains slow.",22,positive,neutral,neutral,positive,0.7186,neutral,0.5,neutral,0.0,positive,neutral,neutral
12192.0,2014-11-19,"Market-based measures of inflation compensation declined somewhat, while survey-based measures of longer-term inflation expectations remained stable.",16,neutral,neutral,positive,negative,-0.931,positive,0.5734643936132494,positive,0.296,neutral,neutral,positive
12193.0,2014-11-19,"Nominal shipments of nondefense capital goods excluding aircraft were little changed, on net, in August and September after a solid increase in July.",23,neutral,neutral,neutral,positive,0.6846,positive,0.6455190236879995,positive,0.5994,neutral,neutral,neutral
12194.0,2014-11-19,"Among emerging market economies, GDP growth remained strong in the third quarter in China and Korea and indicators for Mexico were favorable as well.",24,positive,neutral,neutral,positive,0.9357,positive,0.6985073366421095,positive,0.8402,positive,neutral,neutral
12195.0,2014-11-19,"Market-based measures of inflation compensation declined somewhat, while survey-based measures of longer-term inflation expectations remained stable.",16,neutral,neutral,positive,negative,-0.931,positive,0.5734643936132494,positive,0.296,neutral,neutral,positive
12196.0,2015-01-07,"In addition, the manager reviewed the implications of recent foreign central bank policy actions for the international portion of the SOMA portfolio.",22,neutral,neutral,neutral,neutral,0.0724,neutral,0.5,neutral,0.0,neutral,neutral,positive
12197.0,2015-01-07,Participants generally regarded the net effect of the recent decline in energy prices as likely to be positivee for economic activity and employment.,23,positive,positive,neutral,positive,0.9061,positive,0.5678783310011088,positive,0.2732,positive,neutral,neutral
12198.0,2015-02-18,"Industrial production rose at a robust pace in the fourth quarter, with a strong increase in manufacturing output and a modest gain in mining output.",25,positive,neutral,neutral,positive,0.9349,positive,0.708064023786986,positive,0.886,positive,neutral,neutral
12199.0,2015-02-18,Participants generally regarded the net effect of the recent decline in energy prices as likely to be positivee for economic activity and employment.,23,positive,positive,neutral,positive,0.9061,positive,0.5678783310011088,positive,0.2732,positive,neutral,neutral
12200.0,2015-04-08,"One factor behind that moderation was a slowdown in the growth of exports, and members decided that the statement should explicitly note that factor.",24,negative,neutral,neutral,negative,-0.681,positive,0.594307167585335,positive,0.3818,negative,neutral,neutral
12201.0,2015-08-19,They cited anecdotal reports of firms having concerns about retaining workers and facing difficulties in filling even medium- and lower-skilled jobs.,21,neutral,negative,neutral,negative,-0.956,negative,0.3676527060383248,negative,-0.5423,neutral,neutral,neutral
12202.0,2015-10-08,Recent readings on headline consumer price inflation reflected only small increases in core inflation and renewed weakness in consumer energy prices.,21,neutral,neutral,negative,negative,-0.824,neutral,0.5382004122365355,positive,0.1531,neutral,neutral,positive
12203.0,2015-10-08,"Some other participants, however, expressed concerns about delaying the start of normalizing the target range for the federal funds rate much longer.",22,neutral,neutral,negative,negative,-0.901,negative,0.4211144841706044,negative,-0.3182,neutral,neutral,positive
12204.0,2016-01-06,"However, they also recognized that the appropriate path for the federal funds rate would depend on the economic outlook as informed by incoming data.",24,neutral,neutral,neutral,neutral,0.0267,neutral,0.5,neutral,0.0,neutral,neutral,positive
12205.0,2016-02-17,"However, members observed that if the recent tightening of global financial conditions was sustained, it could be a factor amplifying downside risks.",22,negative,neutral,neutral,positive,0.7897,negative,0.3830316743765106,negative,-0.4767,neutral,neutral,positive
12206.0,2017-01-04,The components of the nominal retail sales data used by the Bureau of Economic Analysis to construct its estimate of PCE rose moderately in November.,25,positive,neutral,neutral,positive,0.9185,neutral,0.5,neutral,0.0,neutral,neutral,positive
12207.0,2017-02-22,"The Census Bureau's advance trade estimates for December suggested a narrowing of the trade deficit in goods, as imports increased less than exports.",23,positive,neutral,neutral,negative,-0.203,positive,0.5893308891504367,positive,0.3612,neutral,neutral,positive
12208.0,2017-02-22,The broad dollar index increased immediately after the December FOMC meeting but subsequently retraced its gains and ended the period slightly lower.,22,neutral,neutral,negative,negative,-0.957,positive,0.6452901661902065,positive,0.5984,neutral,neutral,neutral
12209.0,2017-02-22,Participants generally characterized their economic forecasts and their judgments about monetary policy as little changed since the December meeting.,19,neutral,neutral,neutral,neutral,0.3312,neutral,0.5,neutral,0.0,neutral,neutral,positive
12210.0,2017-04-05,"Inflation in the advanced foreign economies (AFEs) continued to rise, largely reflecting increases in retail energy prices and currency depreciation.",20,neutral,neutral,negative,positive,0.8502,positive,0.6591929943933286,positive,0.6597,neutral,neutral,positive
12211.0,2017-05-24,"Inflation, measured as the 12-month change in the headline PCE price index, had been running close to the Committee's 2 percent longer-run objective.",23,neutral,neutral,positive,neutral,-0.068,neutral,0.5,neutral,0.0,neutral,neutral,positive
12212.0,2017-07-05,"The Committee expected to begin implementing a balance sheet normalization program in 2017, provided that the economy evolves broadly as anticipated.",21,positive,neutral,neutral,positive,0.8085,neutral,0.5,neutral,0.0,neutral,neutral,positive
12213.0,2017-08-16,"Thus, as in the June projection, the staff projected that real GDP would expand at a modestly faster pace than potential output in 2017 through 2019.",26,positive,neutral,neutral,positive,0.927,positive,0.5788855158293956,positive,0.3182,positive,neutral,neutral
12214.0,2017-10-11,"At the same time, financing conditions for households and nonfinancial businesses continued to provide support for growth in spending and investment.",21,positive,neutral,neutral,positive,0.9362,positive,0.6566949065607283,positive,0.6486,positive,neutral,neutral
12215.0,2017-10-11,Staff Economic OutlookThe U.S. economic projection prepared by the staff for the September FOMC meeting was broadly similar to the previous forecast.,22,neutral,neutral,neutral,neutral,0.1368,neutral,0.5,neutral,0.0,neutral,neutral,positive
12216.0,2017-11-22,"Although the effects of the recent hurricanes led to a reported decline in payroll employment in September, the unemployment rate decreased further.",22,neutral,positive,neutral,negative,-0.844,negative,0.3916456613890264,negative,-0.4404,neutral,neutral,positive
12217.0,2018-01-03,A couple of participants noted that broad improvements in labor market conditions over the past several years were evident across demographic groups.,22,neutral,positive,neutral,positive,0.9305,positive,0.6127294642065295,positive,0.4588,neutral,neutral,neutral
12218.0,2018-01-03,"The stance of monetary policy remains accommodative, thereby supporting strong labor market conditions and a sustained return to 2 percent inflation.",21,neutral,positive,positive,positive,0.8755,positive,0.6722545889041723,positive,0.7184,neutral,neutral,positive
12219.0,2018-02-21,"The projection for inflation over the medium term was revised up slightly, primarily reflecting tighter resource utilization in the January forecast.",21,positive,neutral,negative,positive,0.0936,neutral,0.5,neutral,0.0,neutral,neutral,positive
12220.0,2018-02-21,"Nonetheless, they again stated that the actual path for the federal funds rate would depend on the economic outlook as informed by the incoming data.",25,neutral,neutral,neutral,neutral,-0.061,neutral,0.5,neutral,0.0,neutral,neutral,positive
12221.0,2018-02-21,"The stance of monetary policy remains accommodative, thereby supporting strong labor market conditions and a sustained return to 2 percent inflation.",21,neutral,positive,positive,positive,0.8755,positive,0.6722545889041723,positive,0.7184,neutral,neutral,positive
12222.0,2018-04-11,"Since the January FOMC meeting, foreign equity prices moved notably lower, on net, and generally declined more in the AFEs than in the United States.",25,negative,neutral,neutral,negative,-0.954,neutral,0.5443580731214791,positive,0.1779,negative,neutral,neutral
12223.0,2018-04-11,"The stance of monetary policy remains accommodative, thereby supporting strong labor market conditions and a sustained return to 2 percent inflation.",21,neutral,positive,positive,positive,0.8755,positive,0.6722545889041723,positive,0.7184,neutral,neutral,positive
12224.0,2018-05-23,Spreads on term money market instruments relative to comparable-maturity OIS rates were still larger than usual in some segments of the money market.,23,negative,neutral,neutral,negative,-0.793,neutral,0.5,neutral,0.0,neutral,neutral,neutral
12225.0,2018-05-23,"The stance of monetary policy remains accommodative, thereby supporting strong labor market conditions and a sustained return to 2 percent inflation.",21,neutral,positive,positive,positive,0.8755,positive,0.6722545889041723,positive,0.7184,neutral,neutral,positive
12226.0,2018-07-05,"The stance of monetary policy remains accommodative, thereby supporting strong labor market conditions and a sustained return to 2 percent inflation.",21,neutral,positive,positive,positive,0.8755,positive,0.6722545889041723,positive,0.7184,neutral,neutral,positive
12227.0,2018-08-22,"Reports from business contacts confirmed a robust pace of expansion in several sectors of the economy, including energy, manufacturing, and services.",21,positive,neutral,neutral,positive,0.9293,positive,0.6323472939616752,positive,0.5423,positive,neutral,neutral
12228.0,2018-08-22,"The stance of monetary policy remains accommodative, thereby supporting strong labor market conditions and a sustained return to 2 percent inflation.",21,neutral,positive,positive,positive,0.8755,positive,0.6722545889041723,positive,0.7184,neutral,neutral,positive
12229.0,2018-10-17,"In addition, concerns about trade tensions between the United States and China were the focus of a great deal of attention among market participants.",24,negative,neutral,neutral,neutral,0.0968,positive,0.6639172257204139,positive,0.6808,neutral,neutral,neutral
12230.0,2019-01-09,Developments in Financial Markets and Open Market OperationsThe SOMA manager reviewed developments in financial markets over the intermeeting period.,19,neutral,neutral,neutral,neutral,0.0081,neutral,0.5,neutral,0.0,neutral,neutral,positive
